date,ave,ave_1,ave_2,max,max_1,max_2,min,min_1,min_2
2017/11/24,9.4,8,1,14.8,8,1,5.1,8,1
2017/11/25,9.1,8,1,14.4,8,1,3.7,8,1
2017/11/26,11.6,8,1,18.2,8,1,3.5,8,1
2017/11/27,11.4,8,1,14.5,8,1,7.7,8,1
2017/11/28,11.6,8,1,15.0,8,1,9.9,8,1
2017/11/29,12.7,8,1,19.2,8,1,7.3,8,1
2017/11/30,11.0,8,1,14.3,8,1,7.7,8,1
2017/12/1,8.5,8,1,10.2,8,1,6.7,8,1
2017/12/2,7.6,8,1,11.1,8,1,4.5,8,1
2017/12/3,8.2,8,1,12.5,8,1,5.2,8,1
2017/12/4,8.8,8,1,12.6,8,1,4.6,8,1
2017/12/5,9.2,8,1,14.5,8,1,4.4,8,1
2017/12/6,6.9,8,1,11.1,8,1,2.8,8,1
2017/12/7,6.4,8,1,11.5,8,1,2.7,8,1
2017/12/8,5.7,8,1,9.5,8,1,2.6,8,1
2017/12/9,5.9,8,1,10.4,8,1,1.2,8,1
2017/12/10,6.9,8,1,13.3,8,1,1.3,8,1
2017/12/11,9.9,8,1,16.0,8,1,5.1,8,1
2017/12/12,6.8,8,1,10.3,8,1,3.8,8,1
2017/12/13,5.9,8,1,10.4,8,1,2.6,8,1
2017/12/14,5.7,8,1,10.1,8,1,1.6,8,1
2017/12/15,5.4,8,1,8.3,8,1,3.0,8,1
2017/12/16,7.7,8,1,13.3,8,1,2.1,8,1
2017/12/17,6.1,8,1,9.3,8,1,3.3,8,1
2017/12/18,4.4,8,1,9.5,8,1,-0.2,8,1
2017/12/19,6.5,8,1,12.8,8,1,0.3,8,1
2017/12/20,5.7,8,1,9.4,8,1,2.3,8,1
2017/12/21,5.3,8,1,10.4,8,1,0.7,8,1
2017/12/22,5.4,8,1,10.9,8,1,1.5,8,1
2017/12/23,7.1,8,1,13.4,8,1,1.0,8,1
2017/12/24,7.4,8,1,10.8,8,1,4.5,8,1
2017/12/25,9.4,8,1,15.0,8,1,5.4,8,1
2017/12/26,7.5,8,1,12.6,8,1,3.6,8,1
2017/12/27,4.5,8,1,9.2,8,1,1.0,8,1
2017/12/28,4.8,8,1,9.8,8,1,1.1,8,1
2017/12/29,6.1,8,1,10.5,8,1,2.3,8,1
2017/12/30,6.2,8,1,11.1,8,1,1.0,8,1
2017/12/31,3.8,8,1,5.4,8,1,2.2,8,1
2018/1/1,6.2,8,1,13.0,8,1,0.4,8,1
